Pulse,Freq,Inductance,1/L,Load
,,1.0745,0.9306654258,6
,,1.074,0.9310986965,6
,,1.0734,0.9316191541,6
,,1.077,0.9285051068,6
,,1.0714,0.9333582229,6
,,1.074,0.9310986965,6
,,1.075,0.9302325581,6
,,1.074,0.9310986965,6
,,1.0765,0.9289363679,6
,,1.0719,0.9329228473,6
,,1.0714,0.9333582229,6
,,1.0719,0.9329228473,6
,,1.0729,0.9320533134,6
,,1.0719,0.9329228473,6
,,1.0714,0.9333582229,6
,,1.2479,0.8013462617,7
,,1.1259,0.8881783462,7
,,1.1181,0.8943743851,7
,,1.1113,0.899847026,7
,,1.1045,0.905387053,7
,,1.1039,0.9058791557,7
,,1.106,0.904159132,7
,,1.1039,0.9058791557,7
,,1.1034,0.9062896502,7
,,1.1055,0.9045680687,7
,,1.1045,0.905387053,7
,,1.105,0.9049773756,7
,,1.1066,0.9036688957,7
,,1.1003,0.9088430428,7
,,1.1019,0.9075233687,7
,,1.1076,0.9028530155,7
,,1.1039,0.9058791557,7
,,1.1024,0.9071117562,7
,,1.106,0.904159132,7
,,1.1045,0.905387053,7
,,1.1013,0.9080177971,7
,,1.1019,0.9075233687,7
,,1.1055,0.9045680687,7
,,1.106,0.904159132,7
,,1.1019,0.9075233687,7
,,1.1013,0.9080177971,7
,,1.1019,0.9075233687,7
,,1.1034,0.9062896502,7
,,1.1039,0.9058791557,7
,,1.1039,0.9058791557,7
,,1.105,0.9049773756,7
,,1.105,0.9049773756,7
,,1.1066,0.9036688957,7
,,1.0977,0.9109957183,7
,,1.1024,0.9071117562,7
,,1.106,0.904159132,7
,,1.1029,0.9067005168,7
,,1.1024,0.9071117562,7
,,1.105,0.9049773756,7
,,1.1024,0.9071117562,7
,,1.106,0.904159132,7
,,1.1034,0.9062896502,7
,,1.1034,0.9062896502,7
,,1.1029,0.9067005168,7
,,1.105,0.9049773756,7
,,1.1019,0.9075233687,7
,,1.1045,0.905387053,7
,,1.1013,0.9080177971,7
,,1.106,0.904159132,7
,,1.1008,0.9084302326,7
,,1.1711,0.8538980446,8
,,1.1244,0.8893632159,8
,,1.117,0.8952551477,8
,,1.1196,0.8931761343,8
,,1.1154,0.8965393581,8
,,1.1144,0.8973438622,8
,,1.117,0.8952551477,8
,,1.117,0.8952551477,8
,,1.1107,0.9003331233,8
,,1.1149,0.8969414297,8
,,1.116,0.8960573477,8
,,1.1181,0.8943743851,8
,,1.1165,0.8956560681,8
,,1.1175,0.8948545861,8
,,1.1133,0.8982304859,8
,,1.1123,0.8990380293,8
,,1.1128,0.8986340762,8
,,1.1107,0.9003331233,8
,,1.1154,0.8965393581,8
,,1.1165,0.8956560681,8
,,1.1149,0.8969414297,8
,,1.1139,0.8977466559,8
,,1.1128,0.8986340762,8
,,1.1118,0.8994423457,8
,,1.1133,0.8982304859,8
,,1.1133,0.8982304859,8
,,1.116,0.8960573477,8
,,1.1144,0.8973438622,8
,,1.1144,0.8973438622,8
,,1.116,0.8960573477,8
,,1.1149,0.8969414297,8
,,1.117,0.8952551477,8
,,1.1144,0.8973438622,8
,,1.1128,0.8986340762,8
,,1.1139,0.8977466559,8
,,1.1154,0.8965393581,8
,,1.1118,0.8994423457,8
,,1.1165,0.8956560681,8
,,1.1149,0.8969414297,8
,,1.1154,0.8965393581,8
,,1.117,0.8952551477,8
,,1.1154,0.8965393581,8
,,1.1149,0.8969414297,8
,,1.1133,0.8982304859,8
,,1.1149,0.8969414297,8
,,1.1128,0.8986340762,8
,,1.1149,0.8969414297,8
,,1.1139,0.8977466559,8
,,1.1139,0.8977466559,8
,,1.116,0.8960573477,8
,,1.1412,0.8762705924,9
,,1.116,0.8960573477,9
,,1.1144,0.8973438622,9
,,1.1113,0.899847026,9
,,1.1113,0.899847026,9
,,1.1118,0.8994423457,9
,,1.1144,0.8973438622,9
,,1.1123,0.8990380293,9
,,1.1118,0.8994423457,9
,,1.1144,0.8973438622,9
,,1.1133,0.8982304859,9
,,1.1123,0.8990380293,9
,,1.1118,0.8994423457,9
,,1.1113,0.899847026,9
,,1.1149,0.8969414297,9
,,1.1144,0.8973438622,9
,,1.1113,0.899847026,9
,,1.1154,0.8965393581,9
,,1.1144,0.8973438622,9
,,1.1102,0.9007386057,9
,,1.1118,0.8994423457,9
,,1.1123,0.8990380293,9
,,1.1133,0.8982304859,9
,,1.1128,0.8986340762,9
,,1.1102,0.9007386057,9
,,1.1102,0.9007386057,9
,,1.1097,0.9011444535,9
,,1.1092,0.9015506671,9
,,1.1123,0.8990380293,9
,,1.1128,0.8986340762,9
,,1.1107,0.9003331233,9
,,1.1139,0.8977466559,9
,,1.1139,0.8977466559,9
,,1.1133,0.8982304859,9
,,1.1154,0.8965393581,9
,,1.1133,0.8982304859,9
,,1.1128,0.8986340762,9
,,1.1118,0.8994423457,9
,,1.1154,0.8965393581,9
,,1.1139,0.8977466559,9
,,1.1139,0.8977466559,9
,,1.116,0.8960573477,9
,,1.1118,0.8994423457,9
,,1.1139,0.8977466559,9
,,1.1123,0.8990380293,9
,,1.1097,0.9011444535,9
,,1.1113,0.899847026,9
,,1.1107,0.9003331233,9
,,1.1102,0.9007386057,9
,,1.1149,0.8969414297,9
,,1.1301,0.8848774445,10
,,1.093,0.9149130833,10
,,1.0832,0.9231905465,10
,,1.0832,0.9231905465,10
,,1.0848,0.9218289086,10
,,1.0853,0.92140422,10
,,1.0832,0.9231905465,10
,,1.0806,0.9254118083,10
,,1.0842,0.9223390518,10
,,1.0796,0.9262689885,10
,,1.0745,0.9306654258,10
,,1.0796,0.9262689885,10
,,1.0801,0.9258402,10
,,1.0806,0.9254118083,10
,,1.0817,0.9244707405,10
,,1.0837,0.9227646027,10
,,1.0817,0.9244707405,10
,,1.0842,0.9223390518,10
,,1.0812,0.9248982612,10
,,1.0822,0.9240436149,10
,,1.0848,0.9218289086,10
,,1.0842,0.9223390518,10
,,1.0781,0.9275577405,10
,,1.0827,0.9236168837,10
,,1.0827,0.9236168837,10
,,1.0791,0.9266981744,10
,,1.0832,0.9231905465,10
,,1.0765,0.9289363679,10
,,1.0837,0.9227646027,10
,,1.0817,0.9244707405,10
,,1.0806,0.9254118083,10
,,1.0801,0.9258402,10
,,1.0801,0.9258402,10
,,1.0801,0.9258402,10
,,1.0822,0.9240436149,10
,,1.0801,0.9258402,10
,,1.0827,0.9236168837,10
,,1.0837,0.9227646027,10
,,1.0817,0.9244707405,10
,,1.0806,0.9254118083,10
,,1.0827,0.9236168837,10
,,1.0812,0.9248982612,10
,,1.0837,0.9227646027,10
,,1.0822,0.9240436149,10
,,1.0812,0.9248982612,10
,,1.0817,0.9244707405,10
,,1.0817,0.9244707405,10
,,1.076,0.9293680297,10
,,1.0806,0.9254118083,10
,,1.0801,0.9258402,10
